Protein Identifier,AAC_A,AAC_R,AAC_N,AAC_D,AAC_C,AAC_Q,AAC_E,AAC_G,AAC_H,AAC_I,AAC_L,AAC_K,AAC_M,AAC_F,AAC_P,AAC_S,AAC_T,AAC_W,AAC_Y,AAC_V,VS111,VS211,VS311,VS411,VS511,VS611,VS711,VS121,VS221,VS321,VS421,VS521,VS621,VS721,VS131,VS231,VS331,VS431,VS531,VS631,VS731,VS141,VS241,VS341,VS441,VS541,VS641,VS741,VS151,VS251,VS351,VS451,VS551,VS651,VS751,VS161,VS261,VS361,VS461,VS561,VS661,VS761,VS171,VS271,VS371,VS471,VS571,VS671,VS771,VS112,VS212,VS312,VS412,VS512,VS612,VS712,VS122,VS222,VS322,VS422,VS522,VS622,VS722,VS132,VS232,VS332,VS432,VS532,VS632,VS732,VS142,VS242,VS342,VS442,VS542,VS642,VS742,VS152,VS252,VS352,VS452,VS552,VS652,VS752,VS162,VS262,VS362,VS462,VS562,VS662,VS762,VS172,VS272,VS372,VS472,VS572,VS672,VS772,VS113,VS213,VS313,VS413,VS513,VS613,VS713,VS123,VS223,VS323,VS423,VS523,VS623,VS723,VS133,VS233,VS333,VS433,VS533,VS633,VS733,VS143,VS243,VS343,VS443,VS543,VS643,VS743,VS153,VS253,VS353,VS453,VS553,VS653,VS753,VS163,VS263,VS363,VS463,VS563,VS663,VS763,VS173,VS273,VS373,VS473,VS573,VS673,VS773,VS114,VS214,VS314,VS414,VS514,VS614,VS714,VS124,VS224,VS324,VS424,VS524,VS624,VS724,VS134,VS234,VS334,VS434,VS534,VS634,VS734,VS144,VS244,VS344,VS444,VS544,VS644,VS744,VS154,VS254,VS354,VS454,VS554,VS654,VS754,VS164,VS264,VS364,VS464,VS564,VS664,VS764,VS174,VS274,VS374,VS474,VS574,VS674,VS774,VS115,VS215,VS315,VS415,VS515,VS615,VS715,VS125,VS225,VS325,VS425,VS525,VS625,VS725,VS135,VS235,VS335,VS435,VS535,VS635,VS735,VS145,VS245,VS345,VS445,VS545,VS645,VS745,VS155,VS255,VS355,VS455,VS555,VS655,VS755,VS165,VS265,VS365,VS465,VS565,VS665,VS765,VS175,VS275,VS375,VS475,VS575,VS675,VS775,VS116,VS216,VS316,VS416,VS516,VS616,VS716,VS126,VS226,VS326,VS426,VS526,VS626,VS726,VS136,VS236,VS336,VS436,VS536,VS636,VS736,VS146,VS246,VS346,VS446,VS546,VS646,VS746,VS156,VS256,VS356,VS456,VS556,VS656,VS756,VS166,VS266,VS366,VS466,VS566,VS666,VS766,VS176,VS276,VS376,VS476,VS576,VS676,VS776,VS117,VS217,VS317,VS417,VS517,VS617,VS717,VS127,VS227,VS327,VS427,VS527,VS627,VS727,VS137,VS237,VS337,VS437,VS537,VS637,VS737,VS147,VS247,VS347,VS447,VS547,VS647,VS747,VS157,VS257,VS357,VS457,VS557,VS657,VS757,VS167,VS267,VS367,VS467,VS567,VS667,VS767,VS177,VS277,VS377,VS477,VS577,VS677,VS777,PSSM_A,PSSM_R,PSSM_N,PSSM_D,PSSM_C,PSSM_Q,PSSM_E,PSSM_G,PSSM_H,PSSM_I,PSSM_L,PSSM_K,PSSM_M,PSSM_F,PSSM_P,PSSM_S,PSSM_T,PSSM_W,PSSM_Y,PSSM_V
P19736,0.03773584905660377,0.06792452830188679,0.04905660377358491,0.05849056603773585,0.013207547169811321,0.04716981132075472,0.11509433962264151,0.033962264150943396,0.022641509433962263,0.0509433962264151,0.10943396226415095,0.09245283018867924,0.020754716981132074,0.0509433962264151,0.03773584905660377,0.07169811320754717,0.03207547169811321,0.007547169811320755,0.04905660377358491,0.03207547169811321,3,2,0,0,0,2,0,3,2,2,2,1,0,1,0,2,4,1,3,0,0,1,2,2,0,1,2,0,1,2,1,1,3,1,1,1,2,2,0,3,1,0,0,0,0,0,0,0,0,1,3,5,4,4,2,0,6,5,7,6,1,6,1,1,2,2,3,7,2,1,1,5,7,1,6,4,0,1,2,5,3,2,1,0,0,8,6,3,3,2,1,0,0,1,0,1,0,0,0,2,0,1,3,0,0,4,7,1,5,2,4,0,2,4,3,1,4,3,0,1,2,1,1,1,2,0,1,6,3,2,3,4,0,3,4,2,2,2,2,0,0,2,0,0,0,1,0,0,0,1,1,0,3,0,0,3,4,4,7,4,0,1,4,1,2,1,3,1,0,2,0,1,1,0,0,0,1,1,2,5,3,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,1,2,1,0,2,6,2,3,2,2,0,0,7,2,1,1,5,1,0,6,2,0,0,2,0,2,3,5,1,4,3,0,2,4,3,3,1,3,0,0,0,1,0,0,0,0,2,3,3,1,1,1,0,4,8,2,4,1,6,0,2,3,4,0,3,2,0,2,5,2,1,3,0,0,1,2,1,1,1,4,0,0,4,1,5,1,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5727788279773157,-0.31001890359168244,-0.4706994328922495,-0.5519848771266541,-1.9281663516068053,0.03780718336483932,0.09640831758034027,-1.391304347826087,-0.6162570888468809,-1.1928166351606806,-0.9565217391304348,-0.062381852551984876,-0.6880907372400756,-1.2362948960302458,-1.1361058601134215,-0.277882797731569,-0.45368620037807184,-1.8109640831758034,-0.77882797731569,-1.0340264650283555
P20050,0.03636363636363636,0.03966942148760331,0.06942148760330578,0.06115702479338843,0.01818181818181818,0.0512396694214876,0.0628099173553719,0.03305785123966942,0.009917355371900827,0.05619834710743802,0.10578512396694215,0.09256198347107437,0.01652892561983471,0.05454545454545454,0.04132231404958678,0.08760330578512397,0.07107438016528926,0.008264462809917356,0.01818181818181818,0.06611570247933884,0,0,2,1,5,1,0,5,5,2,4,1,0,1,2,5,2,0,3,2,1,1,4,2,1,2,2,0,1,8,0,1,5,4,0,1,2,1,3,1,0,0,0,0,0,0,0,1,0,3,7,6,2,6,4,1,8,9,5,3,4,9,1,5,6,7,4,4,6,0,4,1,6,4,2,1,0,3,3,3,3,3,0,0,3,4,4,4,1,2,0,1,1,1,0,2,0,0,3,4,2,1,3,1,0,7,5,5,4,3,4,1,4,6,7,6,1,0,0,1,7,3,2,2,2,0,1,6,1,0,4,1,1,2,4,1,3,0,5,0,0,2,0,0,0,0,0,2,1,5,3,0,0,0,0,8,5,3,2,1,0,1,7,5,3,1,2,0,2,2,3,3,3,2,0,0,0,4,2,2,1,0,1,5,1,1,0,3,0,0,0,0,0,0,0,0,1,3,0,0,2,2,0,4,4,8,1,4,0,1,2,2,1,4,0,4,0,2,1,3,1,0,2,0,1,3,5,3,4,1,1,1,4,1,0,1,1,0,0,0,2,0,0,0,0,0,2,0,5,3,0,0,3,8,6,3,1,4,1,0,2,3,0,3,1,0,1,4,2,3,0,2,0,2,1,0,0,0,0,0,2,7,1,1,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.6490066225165563,-0.8228476821192053,-0.5827814569536424,-0.8559602649006622,-1.650662251655629,-0.41225165562913907,-0.45364238410596025,-1.6490066225165563,-1.1903973509933774,-1.0132450331125828,-0.9552980132450332,-0.43211920529801323,-0.5579470198675497,-1.3758278145695364,-1.3625827814569536,-0.2185430463576159,-0.2682119205298013,-2.2864238410596025,-1.163907284768212,-0.8145695364238411
P20967,0.0621301775147929,0.048323471400394474,0.04043392504930966,0.05226824457593689,0.006903353057199211,0.045364891518737675,0.07001972386587771,0.06903353057199212,0.03353057199211045,0.045364891518737675,0.09664694280078895,0.06903353057199212,0.011834319526627219,0.04930966469428008,0.05029585798816568,0.07889546351084813,0.0611439842209073,0.016765285996055226,0.03353057199211045,0.05917159763313609,7,8,6,4,0,5,0,10,7,9,8,7,9,0,7,3,14,2,4,5,0,6,9,7,1,4,3,0,5,4,4,2,0,3,1,5,8,6,4,2,3,0,0,0,1,0,0,0,0,7,13,8,6,7,11,0,15,7,8,14,6,4,0,8,9,15,0,6,5,0,8,8,7,4,6,7,1,3,6,1,2,6,6,0,3,4,6,4,7,6,0,0,0,0,0,0,0,0,6,11,5,10,4,4,0,9,12,10,5,3,6,0,11,11,5,7,6,5,1,3,4,3,2,1,1,0,9,4,2,2,0,4,1,0,9,2,2,4,2,0,0,0,1,0,0,0,0,5,6,5,5,3,4,0,5,11,6,2,5,1,0,6,10,6,1,1,1,0,4,3,1,3,3,1,0,3,4,3,8,4,0,0,4,5,2,1,1,2,1,0,0,0,1,0,1,0,2,7,4,4,4,2,1,2,8,6,7,0,6,0,3,4,3,0,4,1,0,3,2,4,2,6,4,0,1,3,3,4,1,1,0,3,5,2,2,2,1,0,0,1,1,0,0,0,0,3,5,7,1,1,2,0,11,8,5,5,3,4,0,5,7,3,2,0,2,0,3,4,3,3,2,0,1,3,8,2,2,2,1,0,4,5,1,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.6386969397828233,-1.0552813425468903,-1.0236920039486672,-1.248766041461007,-2.3336623889437313,-0.6584402764067128,-0.7324777887462981,-1.6594274432379073,-1.1451135241855874,-1.3790720631786773,-1.332675222112537,-0.7946692991115498,-1.016781836130306,-1.5972359328726555,-1.6179664363277393,-0.6268509378084897,-0.7384007897334649,-2.456071076011846,-1.2793682132280355,-1.1855873642645607
P21182,0.03787878787878788,0.022727272727272728,0.050505050505050504,0.0707070707070707,0.020202020202020204,0.03535353535353535,0.07575757575757576,0.03535353535353535,0.030303030303030304,0.047979797979797977,0.10101010101010101,0.08838383838383838,0.022727272727272728,0.0707070707070707,0.03282828282828283,0.0707070707070707,0.07828282828282829,0.015151515151515152,0.047979797979797977,0.045454545454545456,0,0,1,2,0,0,0,2,3,0,3,3,0,0,0,3,4,1,0,0,0,0,2,3,1,1,1,0,0,2,0,0,0,2,0,0,5,1,1,0,1,1,1,1,1,0,0,1,0,1,3,1,2,1,7,1,2,4,5,4,5,1,1,4,3,5,3,2,5,0,0,4,2,2,2,1,0,0,2,4,3,1,3,0,1,4,3,2,3,1,0,0,1,0,0,1,0,0,0,3,4,1,0,1,3,4,4,1,1,1,7,0,3,7,8,2,4,2,0,2,0,2,2,2,0,0,2,1,1,0,2,4,0,1,3,2,2,1,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,4,5,0,1,2,0,1,3,2,1,1,2,0,1,2,3,6,0,0,0,2,1,2,0,0,1,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,2,1,0,0,1,2,4,1,0,0,0,1,1,5,1,2,0,0,0,4,0,0,0,1,0,0,0,2,2,0,0,0,1,4,3,1,0,1,0,0,1,0,0,0,0,0,0,3,0,1,0,1,0,5,3,6,2,2,4,1,3,1,3,0,0,2,0,1,2,0,1,2,2,0,1,2,1,0,0,0,0,1,3,0,1,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.6556962025316456,-1.058227848101266,-0.7645569620253164,-0.9113924050632911,-1.6253164556962025,-0.7215189873417721,-0.6227848101265823,-1.4708860759493672,-1.0379746835443038,-1.1468354430379746,-1.1164556962025316,-0.7291139240506329,-0.850632911392405,-1.1721518987341772,-1.4455696202531645,-0.23037974683544304,-0.369620253164557,-2.1848101265822786,-0.9822784810126582,-0.8936708860759494
P21190,0.03611111111111111,0.022222222222222223,0.1,0.07222222222222222,0.008333333333333333,0.06111111111111111,0.06388888888888888,0.016666666666666666,0.03333333333333333,0.05277777777777778,0.05,0.06666666666666667,0.008333333333333333,0.07222222222222222,0.05555555555555555,0.13055555555555556,0.06944444444444445,0.002777777777777778,0.06388888888888888,0.013888888888888888,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,2,3,1,1,1,0,0,0,0,0,0,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,8,3,5,1,4,0,0,4,7,1,1,2,0,0,5,4,3,0,5,0,2,1,3,1,1,2,0,1,4,0,3,2,3,0,0,1,0,0,0,0,0,1,2,2,2,0,0,0,1,4,4,1,3,3,1,4,7,10,5,5,4,1,1,6,3,1,2,0,1,0,2,4,2,1,2,0,1,1,5,2,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,6,5,6,4,2,0,0,2,9,3,2,3,0,0,3,4,5,0,1,0,0,0,1,2,0,0,0,0,2,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,1,2,0,0,1,0,0,3,4,3,0,1,0,1,2,1,2,0,0,0,1,1,0,0,0,0,0,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,3,3,0,4,0,2,0,2,1,4,2,2,0,0,0,5,4,1,0,2,0,0,0,3,1,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.7966573816155988,-0.8913649025069638,-0.08913649025069638,-0.5598885793871866,-2.052924791086351,-0.27019498607242337,-0.2757660167130919,-1.6211699164345403,-0.6295264623955432,-1.584958217270195,-1.532033426183844,-0.5348189415041783,-0.9805013927576601,-1.3426183844011141,-1.3231197771587744,0.08913649025069638,-0.3593314763231198,-2.331476323119777,-0.8774373259052924,-1.3537604456824512
P21264,0.0840630472854641,0.03852889667250438,0.047285464098073555,0.043782837127845885,0.01576182136602452,0.02626970227670753,0.0647985989492119,0.06304728546409807,0.024518388791593695,0.07705779334500876,0.09807355516637478,0.06830122591943957,0.028021015761821366,0.02626970227670753,0.05604203152364273,0.06830122591943957,0.0542907180385289,0.0017513134851138354,0.028021015761821366,0.08581436077057793,7,12,6,2,2,2,1,10,14,7,2,1,4,0,5,6,4,2,3,3,1,2,3,2,0,2,4,0,4,2,0,0,2,1,0,2,8,2,0,0,1,1,3,0,0,0,0,0,0,8,5,4,6,3,5,1,8,5,7,5,5,4,0,6,7,6,4,7,5,0,6,2,2,0,4,3,0,3,5,1,4,0,2,0,1,4,2,1,4,0,1,0,0,1,0,0,0,0,6,7,4,2,1,3,1,5,4,7,2,2,0,0,5,4,4,2,1,2,0,2,2,2,2,1,1,0,3,5,3,2,0,1,0,3,5,4,0,2,0,0,0,1,0,0,0,0,0,5,1,4,1,2,1,0,1,3,5,2,4,0,0,1,2,3,1,0,0,0,0,2,0,0,0,0,0,3,4,0,0,0,2,0,3,2,1,1,2,0,1,0,0,0,0,0,0,0,3,6,3,1,1,1,0,6,3,4,4,1,0,0,1,1,1,1,1,2,0,4,4,0,0,1,2,0,0,0,1,1,0,0,0,3,1,0,1,2,0,1,0,0,0,0,0,0,0,2,6,3,1,0,1,0,2,5,5,1,2,4,1,5,0,0,0,2,1,0,0,2,1,0,1,0,0,2,2,2,3,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.21403508771929824,-1.3192982456140352,-1.5736842105263158,-1.3456140350877193,-2.4105263157894736,-1.1789473684210525,-0.7842105263157895,-1.53859649122807,-1.6175438596491227,-0.9578947368421052,-1.2596491228070175,-1.1245614035087719,-1.236842105263158,-1.8771929824561404,-1.9578947368421054,-0.9912280701754386,-1.0035087719298246,-3.175438596491228,-1.7842105263157895,-0.7105263157894737
P21304,0.07291666666666667,0.03125,0.05555555555555555,0.10416666666666667,0.006944444444444444,0.020833333333333332,0.08854166666666667,0.0642361111111111,0.022569444444444444,0.046875,0.0763888888888889,0.06597222222222222,0.026041666666666668,0.029513888888888888,0.034722222222222224,0.09375,0.04861111111111111,0.015625,0.027777777777777776,0.06770833333333333,3,2,5,1,2,10,0,5,5,3,2,3,2,0,3,4,6,4,5,5,0,4,2,0,1,1,2,0,3,2,3,1,0,2,0,1,3,3,4,2,11,0,0,2,0,0,0,1,0,5,5,5,2,5,1,0,2,5,5,1,2,3,0,7,4,5,2,3,1,0,2,2,1,2,0,5,0,4,1,1,4,1,1,0,2,6,3,3,2,4,0,0,0,0,0,0,0,0,5,5,6,4,1,3,1,11,1,3,1,1,3,0,8,6,6,3,2,0,0,2,3,4,2,0,2,0,3,3,2,2,3,2,0,1,4,2,1,1,4,0,0,1,0,0,0,0,0,3,2,5,1,1,1,0,1,1,2,1,5,4,0,3,2,3,1,1,3,1,2,3,2,0,1,1,0,0,1,0,1,0,1,0,3,2,3,2,1,2,0,0,0,0,0,0,0,0,4,3,3,1,1,3,0,2,0,4,0,1,2,0,0,1,2,1,2,2,0,2,1,4,1,0,1,0,2,0,1,1,4,0,0,4,1,0,0,0,2,0,0,0,0,0,0,0,0,3,3,2,1,1,6,2,2,4,5,7,0,6,0,4,3,3,2,2,2,0,1,3,3,3,1,2,0,3,2,1,0,0,1,0,7,7,5,3,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.9408695652173913,-1.257391304347826,-0.9878260869565217,-0.9165217391304348,-1.24,-1.0817391304347825,-1.0730434782608695,-1.6365217391304347,-0.8991304347826087,-1.4017391304347826,-1.3721739130434782,-0.9965217391304347,-1.5843478260869566,-1.777391304347826,-2.1130434782608694,0.06956521739130435,-0.4834782608695652,-2.0921739130434784,-1.6765217391304348,-1.0452173913043479
P21374,0.04680851063829787,0.07234042553191489,0.07234042553191489,0.05106382978723404,0.00425531914893617,0.059574468085106386,0.09787234042553192,0.03404255319148936,0.029787234042553193,0.0425531914893617,0.08085106382978724,0.11063829787234042,0.029787234042553193,0.02127659574468085,0.02553191489361702,0.06382978723404255,0.03829787234042553,0.029787234042553193,0.03404255319148936,0.05531914893617021,1,0,2,0,0,1,0,2,0,2,2,0,0,0,1,0,0,2,0,1,0,0,2,3,1,3,0,0,2,1,1,0,0,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,3,1,0,0,0,0,1,1,1,1,1,1,2,1,1,2,0,0,0,1,1,3,0,1,0,2,0,1,1,2,0,0,1,1,2,2,1,2,0,0,0,0,0,1,0,0,2,0,0,2,1,0,0,3,0,1,0,2,2,0,0,1,0,1,1,2,0,2,1,1,1,2,1,0,1,0,1,1,2,0,0,2,0,0,1,1,2,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,1,2,0,1,4,0,0,1,1,3,1,2,0,1,1,0,2,2,2,0,0,3,2,1,2,1,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,0,0,3,1,1,1,1,0,3,0,4,1,1,0,0,1,0,2,0,1,2,0,1,0,1,3,5,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,1,0,1,1,1,0,0,4,0,0,0,1,0,2,3,1,1,1,0,0,1,3,2,0,0,0,0,0,1,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6923076923076923,-0.03418803418803419,-0.5598290598290598,-0.6495726495726496,-2.6196581196581197,0.0811965811965812,0.10256410256410256,-1.4102564102564104,-0.9743589743589743,-1.4871794871794872,-1.294871794871795,-0.05128205128205128,-1.0341880341880343,-1.8162393162393162,-1.4017094017094016,-0.5384615384615384,-0.8290598290598291,-2.264957264957265,-1.2820512820512822,-1.3034188034188035
P21524,0.08671171171171171,0.0472972972972973,0.04842342342342342,0.05630630630630631,0.015765765765765764,0.036036036036036036,0.06531531531531531,0.05630630630630631,0.019144144144144143,0.06644144144144144,0.0777027027027027,0.059684684684684686,0.030405405405405407,0.03490990990990991,0.04842342342342342,0.07207207207207207,0.06531531531531531,0.01126126126126126,0.04842342342342342,0.05405405405405406,2,9,7,8,4,3,0,10,7,6,4,4,8,0,5,7,9,3,6,3,3,4,8,6,3,1,4,0,3,4,5,1,3,1,0,1,7,3,0,5,5,0,1,0,1,0,0,1,0,8,14,5,5,6,5,2,7,4,10,5,4,4,1,9,10,9,5,4,6,0,3,7,8,2,4,2,1,5,3,1,5,3,3,0,5,8,2,3,7,3,2,0,0,1,0,0,1,0,11,6,10,8,2,5,1,12,8,10,5,5,6,0,9,8,12,6,4,4,0,1,5,6,1,4,1,0,3,6,4,1,2,2,0,3,7,3,2,0,3,1,0,1,1,0,0,1,0,3,2,5,2,1,1,0,7,5,3,4,6,4,0,8,7,7,1,3,1,0,0,4,2,0,1,0,0,1,1,6,2,1,1,0,2,4,2,2,0,1,0,2,0,0,0,0,0,0,3,1,4,2,2,5,0,3,4,7,3,0,4,0,6,10,3,2,0,1,0,4,2,2,1,1,3,1,2,4,3,3,0,0,0,2,3,2,0,1,1,0,0,0,0,0,0,0,0,5,6,4,1,2,0,0,6,7,7,5,0,4,1,5,4,3,1,1,2,0,2,3,3,0,1,1,0,3,3,3,2,3,2,0,5,1,3,2,2,2,0,1,0,1,0,0,0,1,1,1,0,0,0,2,0,0,0,0,1,1,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,-0.4768883878241263,-0.8421645997745209,-0.7970687711386697,-0.971815107102593,-1.641488162344983,-0.7463359639233371,-0.6426155580608793,-1.4768883878241263,-1.1138669673055241,-0.979706877113867,-1.0112739571589628,-0.6640360766629086,-0.6820744081172492,-1.3742953776775648,-1.5332581736189403,-0.44419391206313413,-0.5062006764374295,-2.1736189402480273,-0.9785794813979707,-0.874859075535513
P21651,0.05732484076433121,0.06687898089171974,0.054140127388535034,0.06687898089171974,0.006369426751592357,0.041401273885350316,0.09235668789808917,0.025477707006369428,0.03503184713375796,0.03503184713375796,0.10191082802547771,0.08280254777070063,0.03821656050955414,0.01592356687898089,0.025477707006369428,0.12101910828025478,0.07006369426751592,0.006369426751592357,0.009554140127388535,0.04777070063694268,1,0,1,3,2,1,0,1,0,0,0,0,1,0,0,0,2,2,1,1,0,2,2,1,0,2,2,0,2,1,1,1,1,2,0,0,1,2,1,0,3,0,0,0,0,0,0,0,0,1,0,3,1,2,0,0,2,2,6,2,1,0,0,2,3,3,2,5,2,0,0,0,2,2,1,0,0,1,1,1,2,0,2,0,0,1,2,0,1,3,0,0,0,0,0,0,0,0,2,1,2,3,1,3,0,0,2,6,0,1,2,0,2,2,4,0,4,3,0,1,1,3,1,1,3,0,3,2,4,0,3,1,1,0,4,2,3,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,3,0,1,3,3,0,1,0,0,5,1,1,0,1,1,1,0,1,1,2,1,1,0,0,0,3,1,0,2,0,1,3,1,1,1,1,0,0,0,0,0,0,0,0,3,0,1,1,1,0,0,1,4,0,0,1,2,0,1,4,3,3,1,0,0,1,1,2,0,1,0,0,0,1,1,1,3,1,0,0,1,4,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,2,2,1,3,3,1,0,2,1,2,3,2,4,0,1,3,1,1,0,2,0,0,3,1,0,0,0,0,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5143769968051118,-0.48881789137380194,-0.3546325878594249,-0.731629392971246,-1.961661341853035,-0.15654952076677317,-0.13099041533546327,-1.645367412140575,-0.9840255591054313,-1.3833865814696487,-1.1789137380191694,-0.2523961661341853,-0.6517571884984026,-1.8594249201277955,-1.4345047923322685,0.05750798722044728,-0.268370607028754,-2.6006389776357826,-1.523961661341853,-1.02555910543131
P21705,0.03529411764705882,0.06274509803921569,0.043137254901960784,0.06666666666666667,0.00784313725490196,0.054901960784313725,0.06666666666666667,0.03529411764705882,0.03529411764705882,0.054901960784313725,0.11372549019607843,0.07058823529411765,0.023529411764705882,0.03137254901960784,0.08235294117647059,0.12156862745098039,0.03529411764705882,0.00784313725490196,0.0196078431372549,0.03137254901960784,0,0,2,0,0,1,0,0,0,1,1,1,1,0,0,3,1,3,0,2,0,0,0,1,0,0,0,0,1,0,0,2,0,1,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,2,1,0,3,3,0,4,6,3,2,2,3,0,0,4,2,1,2,2,0,1,2,3,1,0,2,0,0,5,3,3,1,1,0,2,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,6,3,2,3,0,0,0,2,4,1,0,1,0,0,2,3,1,2,2,0,0,4,2,0,0,0,0,0,2,2,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,2,1,3,0,0,2,3,0,1,1,3,0,0,3,1,1,0,0,0,0,1,2,1,1,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,2,3,3,0,0,2,1,0,2,3,0,0,0,2,2,1,1,0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,1,0,0,0,3,3,0,0,0,3,1,0,1,1,2,0,0,0,1,0,0,1,2,1,0,0,1,1,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.6811023622047244,-0.7401574803149606,-0.5826771653543307,-0.8622047244094488,-2.015748031496063,-0.29133858267716534,-0.37401574803149606,-1.688976377952756,-0.984251968503937,-1.3976377952755905,-1.1929133858267718,-0.452755905511811,-0.7125984251968503,-1.7480314960629921,-1.078740157480315,-0.13385826771653545,-0.562992125984252,-2.543307086614173,-1.4015748031496063,-1.18503937007874
