Identifier A,Identifier B,Interaction,negative_source,left_partition_size,right_partition_size
P30822,P38930,0,bipartite_non_edge,169.0,155.0
P30822,P39996,0,bipartite_non_edge,169.0,155.0
P30822,P40460,0,bipartite_non_edge,169.0,155.0
P30822,P40485,0,bipartite_non_edge,169.0,155.0
P30822,P47011,0,bipartite_non_edge,169.0,155.0
P30822,P47095,0,bipartite_non_edge,169.0,155.0
P30822,P53971,0,bipartite_non_edge,169.0,155.0
P30822,P54786,0,bipartite_non_edge,169.0,155.0
P30822,P81449,0,bipartite_non_edge,169.0,155.0
P30822,Q03654,0,bipartite_non_edge,169.0,155.0
P30822,Q06708,0,bipartite_non_edge,169.0,155.0
P30822,Q08581,0,bipartite_non_edge,169.0,155.0
P30822,Q12102,0,bipartite_non_edge,169.0,155.0
P30822,Q12134,0,bipartite_non_edge,169.0,155.0
P30822,Q12329,0,bipartite_non_edge,169.0,155.0
P30822,Q12440,0,bipartite_non_edge,169.0,155.0
P30822,Q12446,0,bipartite_non_edge,169.0,155.0
P31111,P31539,0,bipartite_non_edge,169.0,155.0
P31111,P32458,0,bipartite_non_edge,169.0,155.0
P31111,P32628,0,bipartite_non_edge,169.0,155.0
P31111,P32829,0,bipartite_non_edge,169.0,155.0
P31111,P32908,0,bipartite_non_edge,169.0,155.0
P31111,P33338,0,bipartite_non_edge,169.0,155.0
P31111,P33419,0,bipartite_non_edge,169.0,155.0
P31111,P38339,0,bipartite_non_edge,169.0,155.0
P31111,P38853,0,bipartite_non_edge,169.0,155.0
P31111,P39007,0,bipartite_non_edge,169.0,155.0
P31111,P39928,0,bipartite_non_edge,169.0,155.0
P31111,P39929,0,bipartite_non_edge,169.0,155.0
P31111,P40325,0,bipartite_non_edge,169.0,155.0
P31111,P41543,0,bipartite_non_edge,169.0,155.0
P31111,P46946,0,bipartite_non_edge,169.0,155.0
P31111,P47025,0,bipartite_non_edge,169.0,155.0
P31111,P53253,0,bipartite_non_edge,169.0,155.0
P31111,Q02884,0,bipartite_non_edge,169.0,155.0
P31111,Q03818,0,bipartite_non_edge,169.0,155.0
P31111,Q04048,0,bipartite_non_edge,169.0,155.0
P31111,Q04477,0,bipartite_non_edge,169.0,155.0
P31111,Q04868,0,bipartite_non_edge,169.0,155.0
P31111,Q05080,0,bipartite_non_edge,169.0,155.0
P31111,Q05580,0,bipartite_non_edge,169.0,155.0
P31111,Q06440,0,bipartite_non_edge,169.0,155.0
P31111,Q07457,0,bipartite_non_edge,169.0,155.0
P31111,Q08601,0,bipartite_non_edge,169.0,155.0
P31111,Q12020,0,bipartite_non_edge,169.0,155.0
P31111,Q12334,0,bipartite_non_edge,169.0,155.0
P31111,Q12365,0,bipartite_non_edge,169.0,155.0
P31111,Q92331,0,bipartite_non_edge,169.0,155.0
P31539,P32504,0,bipartite_non_edge,169.0,155.0
P31539,P36068,0,bipartite_non_edge,169.0,155.0
P31539,P38822,0,bipartite_non_edge,169.0,155.0
P31539,P40089,0,bipartite_non_edge,169.0,155.0
P31539,P40485,0,bipartite_non_edge,169.0,155.0
P31539,P40963,0,bipartite_non_edge,169.0,155.0
P31539,P53971,0,bipartite_non_edge,169.0,155.0
P31539,Q02100,0,bipartite_non_edge,169.0,155.0
P32361,P32797,0,bipartite_non_edge,169.0,155.0
P32361,P33420,0,bipartite_non_edge,169.0,155.0
P32361,P35056,0,bipartite_non_edge,169.0,155.0
P32361,P38523,0,bipartite_non_edge,169.0,155.0
P32361,P38822,0,bipartite_non_edge,169.0,155.0
P32361,P39998,0,bipartite_non_edge,169.0,155.0
P32361,P40202,0,bipartite_non_edge,169.0,155.0
P32361,P40969,0,bipartite_non_edge,169.0,155.0
P32361,P43605,0,bipartite_non_edge,169.0,155.0
P32361,P46954,0,bipartite_non_edge,169.0,155.0
P32361,P53971,0,bipartite_non_edge,169.0,155.0
P32361,P57743,0,bipartite_non_edge,169.0,155.0
P32361,P80667,0,bipartite_non_edge,169.0,155.0
P32361,Q02939,0,bipartite_non_edge,169.0,155.0
P32361,Q03818,0,bipartite_non_edge,169.0,155.0
P32361,Q04003,0,bipartite_non_edge,169.0,155.0
P32361,Q04048,0,bipartite_non_edge,169.0,155.0
P32361,Q06169,0,bipartite_non_edge,169.0,155.0
P32361,Q12154,0,bipartite_non_edge,169.0,155.0
P32361,Q12390,0,bipartite_non_edge,169.0,155.0
P32389,P32618,0,bipartite_non_edge,169.0,155.0
P32389,P32849,0,bipartite_non_edge,169.0,155.0
P32389,P33419,0,bipartite_non_edge,169.0,155.0
P32389,P38042,0,bipartite_non_edge,169.0,155.0
P32389,P38748,0,bipartite_non_edge,169.0,155.0
P32389,P38930,0,bipartite_non_edge,169.0,155.0
P32389,P39081,0,bipartite_non_edge,169.0,155.0
P32389,P39113,0,bipartite_non_edge,169.0,155.0
P32389,P41921,0,bipartite_non_edge,169.0,155.0
P32389,P50623,0,bipartite_non_edge,169.0,155.0
P32389,P52917,0,bipartite_non_edge,169.0,155.0
P32389,P53895,0,bipartite_non_edge,169.0,155.0
P32389,Q03818,0,bipartite_non_edge,169.0,155.0
P32389,Q03954,0,bipartite_non_edge,169.0,155.0
P32389,Q04477,0,bipartite_non_edge,169.0,155.0
P32389,Q04921,0,bipartite_non_edge,169.0,155.0
P32389,Q06675,0,bipartite_non_edge,169.0,155.0
P32389,Q06704,0,bipartite_non_edge,169.0,155.0
P32389,Q06706,0,bipartite_non_edge,169.0,155.0
P32389,Q07457,0,bipartite_non_edge,169.0,155.0
P32389,Q12134,0,bipartite_non_edge,169.0,155.0
P32389,Q3E7C1,0,bipartite_non_edge,169.0,155.0
P32458,P32861,0,bipartite_non_edge,169.0,155.0
P32458,P38247,0,bipartite_non_edge,169.0,155.0
P32458,P38748,0,bipartite_non_edge,169.0,155.0
P32458,P39743,0,bipartite_non_edge,169.0,155.0
P32458,P47017,0,bipartite_non_edge,169.0,155.0
P32458,P47025,0,bipartite_non_edge,169.0,155.0
P32458,P53886,0,bipartite_non_edge,169.0,155.0
P32458,P53971,0,bipartite_non_edge,169.0,155.0
P32458,P80667,0,bipartite_non_edge,169.0,155.0
P32458,Q02939,0,bipartite_non_edge,169.0,155.0
P32458,Q03818,0,bipartite_non_edge,169.0,155.0
P32458,Q04411,0,bipartite_non_edge,169.0,155.0
P32458,Q04477,0,bipartite_non_edge,169.0,155.0
P32458,Q06440,0,bipartite_non_edge,169.0,155.0
P32458,Q06706,0,bipartite_non_edge,169.0,155.0
P32458,Q07457,0,bipartite_non_edge,169.0,155.0
P32458,Q12066,0,bipartite_non_edge,169.0,155.0
P32458,Q12084,0,bipartite_non_edge,169.0,155.0
P32468,P32917,0,bipartite_non_edge,169.0,155.0
P32468,P34730,0,bipartite_non_edge,169.0,155.0
P32468,P38822,0,bipartite_non_edge,169.0,155.0
P32468,P39929,0,bipartite_non_edge,169.0,155.0
P32468,P39996,0,bipartite_non_edge,169.0,155.0
P32468,P40316,0,bipartite_non_edge,169.0,155.0
P32468,P41697,0,bipartite_non_edge,169.0,155.0
P32468,P43605,0,bipartite_non_edge,169.0,155.0
P32468,P52891,0,bipartite_non_edge,169.0,155.0
P32468,P53112,0,bipartite_non_edge,169.0,155.0
P32468,P53971,0,bipartite_non_edge,169.0,155.0
P32468,P61829,0,bipartite_non_edge,169.0,155.0
P32468,Q02884,0,bipartite_non_edge,169.0,155.0
P32468,Q03898,0,bipartite_non_edge,169.0,155.0
P32468,Q04048,0,bipartite_non_edge,169.0,155.0
P32468,Q06440,0,bipartite_non_edge,169.0,155.0
P32468,Q06704,0,bipartite_non_edge,169.0,155.0
P32468,Q07457,0,bipartite_non_edge,169.0,155.0
P32504,P38822,0,bipartite_non_edge,169.0,155.0
P32504,P38874,0,bipartite_non_edge,169.0,155.0
P32504,P39998,0,bipartite_non_edge,169.0,155.0
P32504,P40089,0,bipartite_non_edge,169.0,155.0
P32504,P40582,0,bipartite_non_edge,169.0,155.0
P32504,P40957,0,bipartite_non_edge,169.0,155.0
P32504,P47011,0,bipartite_non_edge,169.0,155.0
P32504,P47037,0,bipartite_non_edge,169.0,155.0
P32504,Q03818,0,bipartite_non_edge,169.0,155.0
P32504,Q04477,0,bipartite_non_edge,169.0,155.0
P32504,Q05580,0,bipartite_non_edge,169.0,155.0
P32504,Q05791,0,bipartite_non_edge,169.0,155.0
P32504,Q07457,0,bipartite_non_edge,169.0,155.0
P32504,Q12020,0,bipartite_non_edge,169.0,155.0
P32504,Q12306,0,bipartite_non_edge,169.0,155.0
P32504,Q12440,0,bipartite_non_edge,169.0,155.0
P32504,Q3E7C1,0,bipartite_non_edge,169.0,155.0
P32504,Q92331,0,bipartite_non_edge,169.0,155.0
P32505,P32829,0,bipartite_non_edge,169.0,155.0
P32505,P32861,0,bipartite_non_edge,169.0,155.0
P32505,P36036,0,bipartite_non_edge,169.0,155.0
P32505,P38042,0,bipartite_non_edge,169.0,155.0
P32505,P38523,0,bipartite_non_edge,169.0,155.0
P32505,P40089,0,bipartite_non_edge,169.0,155.0
P32505,P47129,0,bipartite_non_edge,169.0,155.0
P32505,P53112,0,bipartite_non_edge,169.0,155.0
P32505,P53895,0,bipartite_non_edge,169.0,155.0
P32505,P80667,0,bipartite_non_edge,169.0,155.0
P32505,Q04477,0,bipartite_non_edge,169.0,155.0
P32505,Q05580,0,bipartite_non_edge,169.0,155.0
P32505,Q07457,0,bipartite_non_edge,169.0,155.0
P32505,Q12306,0,bipartite_non_edge,169.0,155.0
P32505,Q12446,0,bipartite_non_edge,169.0,155.0
P32523,P32908,0,bipartite_non_edge,169.0,155.0
P32523,P35056,0,bipartite_non_edge,169.0,155.0
P32523,P40316,0,bipartite_non_edge,169.0,155.0
P32523,P40582,0,bipartite_non_edge,169.0,155.0
P32523,P41921,0,bipartite_non_edge,169.0,155.0
P32523,P43605,0,bipartite_non_edge,169.0,155.0
P32523,P47115,0,bipartite_non_edge,169.0,155.0
P32523,P81449,0,bipartite_non_edge,169.0,155.0
P32523,Q05568,0,bipartite_non_edge,169.0,155.0
P32523,Q12066,0,bipartite_non_edge,169.0,155.0
P32523,Q12334,0,bipartite_non_edge,169.0,155.0
P32618,P32796,0,bipartite_non_edge,169.0,155.0
P32618,P32861,0,bipartite_non_edge,169.0,155.0
P32618,P38042,0,bipartite_non_edge,169.0,155.0
P32618,P38247,0,bipartite_non_edge,169.0,155.0
P32618,P38523,0,bipartite_non_edge,169.0,155.0
P32618,P38822,0,bipartite_non_edge,169.0,155.0
P32618,P39743,0,bipartite_non_edge,169.0,155.0
P32618,P40151,0,bipartite_non_edge,169.0,155.0
P32618,P40963,0,bipartite_non_edge,169.0,155.0
P32618,P46964,0,bipartite_non_edge,169.0,155.0
P32618,P53112,0,bipartite_non_edge,169.0,155.0
P32618,P53895,0,bipartite_non_edge,169.0,155.0
P32618,P54861,0,bipartite_non_edge,169.0,155.0
P32618,Q03790,0,bipartite_non_edge,169.0,155.0
P32618,Q12329,0,bipartite_non_edge,169.0,155.0
P32618,Q12365,0,bipartite_non_edge,169.0,155.0
P32618,Q12390,0,bipartite_non_edge,169.0,155.0
P32628,P33338,0,bipartite_non_edge,169.0,155.0
P32628,P36094,0,bipartite_non_edge,169.0,155.0
P32628,P38853,0,bipartite_non_edge,169.0,155.0
P32628,P38874,0,bipartite_non_edge,169.0,155.0
P32628,P39081,0,bipartite_non_edge,169.0,155.0
P32628,P39928,0,bipartite_non_edge,169.0,155.0
P32628,P39998,0,bipartite_non_edge,169.0,155.0
P32628,P40202,0,bipartite_non_edge,169.0,155.0
P32628,P40969,0,bipartite_non_edge,169.0,155.0
P32628,P41695,0,bipartite_non_edge,169.0,155.0
P32628,P41921,0,bipartite_non_edge,169.0,155.0
P32628,P46946,0,bipartite_non_edge,169.0,155.0
P32628,P47017,0,bipartite_non_edge,169.0,155.0
P32628,P53971,0,bipartite_non_edge,169.0,155.0
P32628,P81449,0,bipartite_non_edge,169.0,155.0
P32628,Q05568,0,bipartite_non_edge,169.0,155.0
P32628,Q06410,0,bipartite_non_edge,169.0,155.0
P32628,Q06706,0,bipartite_non_edge,169.0,155.0
P32628,Q12159,0,bipartite_non_edge,169.0,155.0
P32628,Q12263,0,bipartite_non_edge,169.0,155.0
P32628,Q92331,0,bipartite_non_edge,169.0,155.0
P32639,P33420,0,bipartite_non_edge,169.0,155.0
P32639,P34730,0,bipartite_non_edge,169.0,155.0
P32639,P38822,0,bipartite_non_edge,169.0,155.0
P32639,P38874,0,bipartite_non_edge,169.0,155.0
P32639,P39929,0,bipartite_non_edge,169.0,155.0
P32639,P40054,0,bipartite_non_edge,169.0,155.0
P32639,P40460,0,bipartite_non_edge,169.0,155.0
P32639,P40969,0,bipartite_non_edge,169.0,155.0
P32639,P41695,0,bipartite_non_edge,169.0,155.0
P32639,P53971,0,bipartite_non_edge,169.0,155.0
P32639,P54786,0,bipartite_non_edge,169.0,155.0
P32639,P80667,0,bipartite_non_edge,169.0,155.0
P32639,Q03790,0,bipartite_non_edge,169.0,155.0
P32639,Q05080,0,bipartite_non_edge,169.0,155.0
P32639,Q05791,0,bipartite_non_edge,169.0,155.0
P32639,Q06706,0,bipartite_non_edge,169.0,155.0
P32639,Q12066,0,bipartite_non_edge,169.0,155.0
P32639,Q12084,0,bipartite_non_edge,169.0,155.0
P32639,Q12154,0,bipartite_non_edge,169.0,155.0
P32639,Q12446,0,bipartite_non_edge,169.0,155.0
P32796,P34730,0,bipartite_non_edge,169.0,155.0
P32796,P36036,0,bipartite_non_edge,169.0,155.0
P32796,P38748,0,bipartite_non_edge,169.0,155.0
P32796,P39007,0,bipartite_non_edge,169.0,155.0
P32796,P39996,0,bipartite_non_edge,169.0,155.0
P32796,P41921,0,bipartite_non_edge,169.0,155.0
P32796,P53617,0,bipartite_non_edge,169.0,155.0
P32796,P54786,0,bipartite_non_edge,169.0,155.0
P32796,P57743,0,bipartite_non_edge,169.0,155.0
P32796,P81449,0,bipartite_non_edge,169.0,155.0
P32796,Q00582,0,bipartite_non_edge,169.0,155.0
P32796,Q02884,0,bipartite_non_edge,169.0,155.0
P32796,Q03654,0,bipartite_non_edge,169.0,155.0
P32796,Q03860,0,bipartite_non_edge,169.0,155.0
P32796,Q04048,0,bipartite_non_edge,169.0,155.0
P32796,Q05580,0,bipartite_non_edge,169.0,155.0
P32796,Q12020,0,bipartite_non_edge,169.0,155.0
P32796,Q12440,0,bipartite_non_edge,169.0,155.0
P32797,P36036,0,bipartite_non_edge,169.0,155.0
P32797,P36094,0,bipartite_non_edge,169.0,155.0
P32797,P40582,0,bipartite_non_edge,169.0,155.0
P32797,P40969,0,bipartite_non_edge,169.0,155.0
P32797,P41695,0,bipartite_non_edge,169.0,155.0
P32797,P42935,0,bipartite_non_edge,169.0,155.0
P32797,P46946,0,bipartite_non_edge,169.0,155.0
P32797,P46964,0,bipartite_non_edge,169.0,155.0
P32797,P47025,0,bipartite_non_edge,169.0,155.0
P32797,P50623,0,bipartite_non_edge,169.0,155.0
P32797,P52891,0,bipartite_non_edge,169.0,155.0
P32797,P80667,0,bipartite_non_edge,169.0,155.0
P32797,P81449,0,bipartite_non_edge,169.0,155.0
P32797,Q00582,0,bipartite_non_edge,169.0,155.0
P32797,Q06169,0,bipartite_non_edge,169.0,155.0
P32797,Q06440,0,bipartite_non_edge,169.0,155.0
P32797,Q08581,0,bipartite_non_edge,169.0,155.0
P32797,Q12329,0,bipartite_non_edge,169.0,155.0
P32797,Q12365,0,bipartite_non_edge,169.0,155.0
P32797,Q12390,0,bipartite_non_edge,169.0,155.0
P32797,Q12440,0,bipartite_non_edge,169.0,155.0
P32797,Q92331,0,bipartite_non_edge,169.0,155.0
P32829,P33338,0,bipartite_non_edge,169.0,155.0
P32829,P38822,0,bipartite_non_edge,169.0,155.0
P32829,P40202,0,bipartite_non_edge,169.0,155.0
P32829,P40316,0,bipartite_non_edge,169.0,155.0
P32829,P40460,0,bipartite_non_edge,169.0,155.0
P32829,P47017,0,bipartite_non_edge,169.0,155.0
P32829,P48361,0,bipartite_non_edge,169.0,155.0
P32829,P53253,0,bipartite_non_edge,169.0,155.0
P32829,P81449,0,bipartite_non_edge,169.0,155.0
P32829,Q02908,0,bipartite_non_edge,169.0,155.0
P32829,Q03860,0,bipartite_non_edge,169.0,155.0
P32829,Q04477,0,bipartite_non_edge,169.0,155.0
P32829,Q06410,0,bipartite_non_edge,169.0,155.0
P32829,Q07457,0,bipartite_non_edge,169.0,155.0
P32829,Q12334,0,bipartite_non_edge,169.0,155.0
P32829,Q12390,0,bipartite_non_edge,169.0,155.0
P32829,Q3E7C1,0,bipartite_non_edge,169.0,155.0
P32849,P34730,0,bipartite_non_edge,169.0,155.0
P32849,P36068,0,bipartite_non_edge,169.0,155.0
P32849,P36094,0,bipartite_non_edge,169.0,155.0
P32849,P38874,0,bipartite_non_edge,169.0,155.0
P32849,P39743,0,bipartite_non_edge,169.0,155.0
P32849,P43639,0,bipartite_non_edge,169.0,155.0
P32849,P53253,0,bipartite_non_edge,169.0,155.0
P32849,Q00582,0,bipartite_non_edge,169.0,155.0
P32849,Q03790,0,bipartite_non_edge,169.0,155.0
P32849,Q04411,0,bipartite_non_edge,169.0,155.0
P32849,Q05580,0,bipartite_non_edge,169.0,155.0
P32849,Q12084,0,bipartite_non_edge,169.0,155.0
P32849,Q12440,0,bipartite_non_edge,169.0,155.0
P32849,Q12446,0,bipartite_non_edge,169.0,155.0
P32861,P32908,0,bipartite_non_edge,169.0,155.0
P32861,P35056,0,bipartite_non_edge,169.0,155.0
P32861,P38042,0,bipartite_non_edge,169.0,155.0
P32861,P40582,0,bipartite_non_edge,169.0,155.0
P32861,P43639,0,bipartite_non_edge,169.0,155.0
P32861,P48361,0,bipartite_non_edge,169.0,155.0
P32861,P52917,0,bipartite_non_edge,169.0,155.0
P32861,Q03954,0,bipartite_non_edge,169.0,155.0
P32861,Q04048,0,bipartite_non_edge,169.0,155.0
P32861,Q04477,0,bipartite_non_edge,169.0,155.0
P32861,Q04868,0,bipartite_non_edge,169.0,155.0
P32861,Q05568,0,bipartite_non_edge,169.0,155.0
P32861,Q05580,0,bipartite_non_edge,169.0,155.0
P32861,Q06410,0,bipartite_non_edge,169.0,155.0
P32861,Q12102,0,bipartite_non_edge,169.0,155.0
P32861,Q12440,0,bipartite_non_edge,169.0,155.0
P32861,Q3E7C1,0,bipartite_non_edge,169.0,155.0
P32861,Q92331,0,bipartite_non_edge,169.0,155.0
P32908,P36036,0,bipartite_non_edge,169.0,155.0
P32908,P38147,0,bipartite_non_edge,169.0,155.0
P32908,P38247,0,bipartite_non_edge,169.0,155.0
P32908,P38785,0,bipartite_non_edge,169.0,155.0
P32908,P39929,0,bipartite_non_edge,169.0,155.0
P32908,P39998,0,bipartite_non_edge,169.0,155.0
P32908,P40485,0,bipartite_non_edge,169.0,155.0
P32908,P43605,0,bipartite_non_edge,169.0,155.0
P32908,P46946,0,bipartite_non_edge,169.0,155.0
P32908,P47095,0,bipartite_non_edge,169.0,155.0
P32908,P50623,0,bipartite_non_edge,169.0,155.0
P32908,P53184,0,bipartite_non_edge,169.0,155.0
P32908,P53886,0,bipartite_non_edge,169.0,155.0
P32908,Q00684,0,bipartite_non_edge,169.0,155.0
P32908,Q03790,0,bipartite_non_edge,169.0,155.0
P32908,Q04048,0,bipartite_non_edge,169.0,155.0
P32908,Q04411,0,bipartite_non_edge,169.0,155.0
P32908,Q04921,0,bipartite_non_edge,169.0,155.0
P32908,Q06410,0,bipartite_non_edge,169.0,155.0
P32917,P35191,0,bipartite_non_edge,169.0,155.0
P32917,P38853,0,bipartite_non_edge,169.0,155.0
P32917,P39723,0,bipartite_non_edge,169.0,155.0
P32917,P40054,0,bipartite_non_edge,169.0,155.0
P32917,P40957,0,bipartite_non_edge,169.0,155.0
P32917,P43639,0,bipartite_non_edge,169.0,155.0
P32917,P46946,0,bipartite_non_edge,169.0,155.0
P32917,P48361,0,bipartite_non_edge,169.0,155.0
P32917,P53253,0,bipartite_non_edge,169.0,155.0
P32917,P53971,0,bipartite_non_edge,169.0,155.0
P32917,P80667,0,bipartite_non_edge,169.0,155.0
P32917,Q00684,0,bipartite_non_edge,169.0,155.0
P32917,Q04921,0,bipartite_non_edge,169.0,155.0
P32917,Q05080,0,bipartite_non_edge,169.0,155.0
P32917,Q05568,0,bipartite_non_edge,169.0,155.0
P32917,Q05791,0,bipartite_non_edge,169.0,155.0
P32917,Q06410,0,bipartite_non_edge,169.0,155.0
P32917,Q12066,0,bipartite_non_edge,169.0,155.0
P32917,Q12084,0,bipartite_non_edge,169.0,155.0
P32917,Q12102,0,bipartite_non_edge,169.0,155.0
P32917,Q12306,0,bipartite_non_edge,169.0,155.0
P33338,P34730,0,bipartite_non_edge,169.0,155.0
P33338,P38042,0,bipartite_non_edge,169.0,155.0
P33338,P38147,0,bipartite_non_edge,169.0,155.0
P33338,P39007,0,bipartite_non_edge,169.0,155.0
P33338,P39998,0,bipartite_non_edge,169.0,155.0
P33338,P40325,0,bipartite_non_edge,169.0,155.0
P33338,P46964,0,bipartite_non_edge,169.0,155.0
P33338,P54861,0,bipartite_non_edge,169.0,155.0
P33338,P80667,0,bipartite_non_edge,169.0,155.0
P33338,Q00684,0,bipartite_non_edge,169.0,155.0
P33338,Q02908,0,bipartite_non_edge,169.0,155.0
P33338,Q03954,0,bipartite_non_edge,169.0,155.0
P33338,Q04003,0,bipartite_non_edge,169.0,155.0
P33338,Q04477,0,bipartite_non_edge,169.0,155.0
P33338,Q05791,0,bipartite_non_edge,169.0,155.0
P33338,Q06708,0,bipartite_non_edge,169.0,155.0
P33338,Q12066,0,bipartite_non_edge,169.0,155.0
P33338,Q12334,0,bipartite_non_edge,169.0,155.0
P33419,P38272,0,bipartite_non_edge,169.0,155.0
P33419,P39928,0,bipartite_non_edge,169.0,155.0
P33419,P41921,0,bipartite_non_edge,169.0,155.0
P33419,P47095,0,bipartite_non_edge,169.0,155.0
P33419,Q02939,0,bipartite_non_edge,169.0,155.0
P33419,Q06675,0,bipartite_non_edge,169.0,155.0
P33419,Q12329,0,bipartite_non_edge,169.0,155.0
P33419,Q3E7C1,0,bipartite_non_edge,169.0,155.0
P33420,P34730,0,bipartite_non_edge,169.0,155.0
P33420,P36094,0,bipartite_non_edge,169.0,155.0
P33420,P38247,0,bipartite_non_edge,169.0,155.0
P33420,P38339,0,bipartite_non_edge,169.0,155.0
P33420,P38785,0,bipartite_non_edge,169.0,155.0
P33420,P38853,0,bipartite_non_edge,169.0,155.0
P33420,P39007,0,bipartite_non_edge,169.0,155.0
P33420,P39929,0,bipartite_non_edge,169.0,155.0
P33420,P39998,0,bipartite_non_edge,169.0,155.0
P33420,P40054,0,bipartite_non_edge,169.0,155.0
P33420,P40089,0,bipartite_non_edge,169.0,155.0
P33420,P40316,0,bipartite_non_edge,169.0,155.0
P33420,P43605,0,bipartite_non_edge,169.0,155.0
P33420,P46964,0,bipartite_non_edge,169.0,155.0
P33420,P54786,0,bipartite_non_edge,169.0,155.0
P33420,Q00684,0,bipartite_non_edge,169.0,155.0
P33420,Q02884,0,bipartite_non_edge,169.0,155.0
P33420,Q03898,0,bipartite_non_edge,169.0,155.0
P33420,Q05568,0,bipartite_non_edge,169.0,155.0
P33420,Q12033,0,bipartite_non_edge,169.0,155.0
P33420,Q12306,0,bipartite_non_edge,169.0,155.0
P34730,P35056,0,bipartite_non_edge,169.0,155.0
P34730,P36094,0,bipartite_non_edge,169.0,155.0
P34730,P38147,0,bipartite_non_edge,169.0,155.0
P34730,P38785,0,bipartite_non_edge,169.0,155.0
P34730,P38822,0,bipartite_non_edge,169.0,155.0
P34730,P38930,0,bipartite_non_edge,169.0,155.0
P34730,P39998,0,bipartite_non_edge,169.0,155.0
P34730,P40325,0,bipartite_non_edge,169.0,155.0
P34730,P40969,0,bipartite_non_edge,169.0,155.0
P34730,P41543,0,bipartite_non_edge,169.0,155.0
P34730,P41921,0,bipartite_non_edge,169.0,155.0
P34730,P43605,0,bipartite_non_edge,169.0,155.0
P34730,P46964,0,bipartite_non_edge,169.0,155.0
P34730,P47129,0,bipartite_non_edge,169.0,155.0
P34730,P50623,0,bipartite_non_edge,169.0,155.0
P34730,Q04868,0,bipartite_non_edge,169.0,155.0
P34730,Q05580,0,bipartite_non_edge,169.0,155.0
P34730,Q05791,0,bipartite_non_edge,169.0,155.0
P34730,Q06675,0,bipartite_non_edge,169.0,155.0
P34730,Q12306,0,bipartite_non_edge,169.0,155.0
P34730,Q3E7C1,0,bipartite_non_edge,169.0,155.0
P35056,P38147,0,bipartite_non_edge,169.0,155.0
P35056,P38247,0,bipartite_non_edge,169.0,155.0
P35056,P38339,0,bipartite_non_edge,169.0,155.0
P35056,P38523,0,bipartite_non_edge,169.0,155.0
P35056,P38748,0,bipartite_non_edge,169.0,155.0
P35056,P38785,0,bipartite_non_edge,169.0,155.0
P35056,P38853,0,bipartite_non_edge,169.0,155.0
P35056,P38874,0,bipartite_non_edge,169.0,155.0
P35056,P39743,0,bipartite_non_edge,169.0,155.0
P35056,P40485,0,bipartite_non_edge,169.0,155.0
P35056,P41543,0,bipartite_non_edge,169.0,155.0
P35056,P41921,0,bipartite_non_edge,169.0,155.0
P35056,P52917,0,bipartite_non_edge,169.0,155.0
P35056,P53184,0,bipartite_non_edge,169.0,155.0
P35056,P53617,0,bipartite_non_edge,169.0,155.0
P35056,P54861,0,bipartite_non_edge,169.0,155.0
P35056,P57743,0,bipartite_non_edge,169.0,155.0
P35056,Q02884,0,bipartite_non_edge,169.0,155.0
P35056,Q03860,0,bipartite_non_edge,169.0,155.0
P35056,Q03954,0,bipartite_non_edge,169.0,155.0
P35056,Q04048,0,bipartite_non_edge,169.0,155.0
P35056,Q12365,0,bipartite_non_edge,169.0,155.0
P35056,Q12390,0,bipartite_non_edge,169.0,155.0
P35056,Q12446,0,bipartite_non_edge,169.0,155.0
P35191,P38042,0,bipartite_non_edge,169.0,155.0
P35191,P38247,0,bipartite_non_edge,169.0,155.0
P35191,P38748,0,bipartite_non_edge,169.0,155.0
P35191,P39007,0,bipartite_non_edge,169.0,155.0
P35191,P40089,0,bipartite_non_edge,169.0,155.0
P35191,P40151,0,bipartite_non_edge,169.0,155.0
P35191,P40485,0,bipartite_non_edge,169.0,155.0
P35191,P40957,0,bipartite_non_edge,169.0,155.0
P35191,P40969,0,bipartite_non_edge,169.0,155.0
P35191,P47017,0,bipartite_non_edge,169.0,155.0
P35191,P47115,0,bipartite_non_edge,169.0,155.0
P35191,P50623,0,bipartite_non_edge,169.0,155.0
P35191,P61829,0,bipartite_non_edge,169.0,155.0
P35191,Q02908,0,bipartite_non_edge,169.0,155.0
P35191,Q04048,0,bipartite_non_edge,169.0,155.0
P35191,Q05080,0,bipartite_non_edge,169.0,155.0
P35191,Q06169,0,bipartite_non_edge,169.0,155.0
P35191,Q06410,0,bipartite_non_edge,169.0,155.0
P35191,Q06675,0,bipartite_non_edge,169.0,155.0
P35191,Q06704,0,bipartite_non_edge,169.0,155.0
P35191,Q06706,0,bipartite_non_edge,169.0,155.0
P35191,Q08601,0,bipartite_non_edge,169.0,155.0
P35191,Q12102,0,bipartite_non_edge,169.0,155.0
P35191,Q12446,0,bipartite_non_edge,169.0,155.0
P36036,P38523,0,bipartite_non_edge,169.0,155.0
P36036,P40151,0,bipartite_non_edge,169.0,155.0
P36036,P40582,0,bipartite_non_edge,169.0,155.0
P36036,P40969,0,bipartite_non_edge,169.0,155.0
P36036,P46964,0,bipartite_non_edge,169.0,155.0
P36036,P47115,0,bipartite_non_edge,169.0,155.0
P36036,P52917,0,bipartite_non_edge,169.0,155.0
P36036,P81449,0,bipartite_non_edge,169.0,155.0
P36036,Q02939,0,bipartite_non_edge,169.0,155.0
P36036,Q04048,0,bipartite_non_edge,169.0,155.0
