Protein Identifier,AAC_A,AAC_R,AAC_N,AAC_D,AAC_C,AAC_Q,AAC_E,AAC_G,AAC_H,AAC_I,AAC_L,AAC_K,AAC_M,AAC_F,AAC_P,AAC_S,AAC_T,AAC_W,AAC_Y,AAC_V,PSSM_A,PSSM_R,PSSM_N,PSSM_D,PSSM_C,PSSM_Q,PSSM_E,PSSM_G,PSSM_H,PSSM_I,PSSM_L,PSSM_K,PSSM_M,PSSM_F,PSSM_P,PSSM_S,PSSM_T,PSSM_W,PSSM_Y,PSSM_V
P11978,0.04344624447717231,0.035346097201767304,0.07363770250368189,0.05670103092783505,0.003681885125184094,0.04197349042709867,0.07952871870397643,0.028718703976435934,0.01914580265095729,0.06553755522827688,0.06774668630338733,0.11634756995581738,0.014727540500736377,0.027245949926362298,0.05670103092783505,0.12812960235640647,0.07216494845360824,0.004418262150220913,0.015463917525773196,0.04933726067746686,-0.5736377025036818,-0.7083946980854198,-0.27319587628865977,-0.6944035346097202,-2.06259204712813,-0.25699558173784975,-0.187039764359352,-1.6001472754050075,-1.0699558173784978,-1.3969072164948453,-1.3350515463917525,-0.11413843888070692,-0.8092783505154639,-1.8726067746686303,-1.167157584683358,0.10824742268041238,-0.23932253313696614,-2.6759941089837995,-1.533136966126657,-1.069219440353461
P12383,0.03932584269662921,0.040262172284644196,0.09269662921348315,0.05337078651685393,0.02247191011235955,0.03651685393258427,0.05898876404494382,0.03932584269662921,0.02247191011235955,0.06179775280898876,0.09082397003745318,0.06647940074906367,0.020599250936329586,0.06179775280898876,0.03745318352059925,0.10486891385767791,0.054307116104868915,0.00749063670411985,0.03464419475655431,0.054307116104868915,-0.7031835205992509,-0.9831460674157303,-0.4307116104868914,-1.0084269662921348,-1.794007490636704,-0.5805243445692884,-0.6432584269662921,-1.6573033707865168,-1.0299625468164795,-1.152621722846442,-1.0852059925093633,-0.6179775280898876,-0.6704119850187266,-1.349250936329588,-1.597378277153558,-0.16666666666666666,-0.4438202247191011,-2.351123595505618,-1.1254681647940075,-0.9803370786516854
P12753,0.037347560975609755,0.04496951219512195,0.0701219512195122,0.07393292682926829,0.006859756097560976,0.06021341463414634,0.10060975609756098,0.022103658536585365,0.01676829268292683,0.07698170731707317,0.11661585365853659,0.11356707317073171,0.020579268292682928,0.02972560975609756,0.010670731707317074,0.08231707317073171,0.055640243902439025,0.0038109756097560975,0.021341463414634148,0.035823170731707314,-0.7477134146341463,-0.6326219512195121,-0.39939024390243905,-0.7240853658536586,-2.075457317073171,-0.16158536585365854,-0.12728658536585366,-1.8711890243902438,-1.0617378048780488,-1.1890243902439024,-1.0121951219512195,-0.1402439024390244,-0.6013719512195121,-1.669969512195122,-1.6692073170731707,-0.1798780487804878,-0.45198170731707316,-2.5564024390243905,-1.3734756097560976,-0.9763719512195121
P12904,0.031055900621118012,0.052795031055900624,0.043478260869565216,0.08074534161490683,0.012422360248447204,0.043478260869565216,0.046583850931677016,0.046583850931677016,0.012422360248447204,0.08385093167701864,0.13043478260869565,0.059006211180124224,0.021739130434782608,0.034161490683229816,0.031055900621118012,0.08385093167701864,0.059006211180124224,0.003105590062111801,0.034161490683229816,0.09006211180124224,-0.6801242236024845,-1.0869565217391304,-0.8633540372670807,-1.1180124223602483,-1.795031055900621,-0.6645962732919255,-0.7701863354037267,-1.8509316770186335,-1.3819875776397517,-0.7204968944099379,-0.7080745341614907,-0.7484472049689441,-0.4409937888198758,-1.406832298136646,-1.6521739130434783,-0.4161490683229814,-0.4440993788819876,-2.4565217391304346,-1.2484472049689441,-0.562111801242236
P14291,0.02418379685610641,0.03385731559854897,0.07496977025392987,0.060459492140266025,0.013301088270858524,0.05804111245465538,0.094316807738815,0.02781136638452237,0.018137847642079808,0.07496977025392987,0.08585247883917775,0.1185006045949214,0.014510278113663845,0.04836759371221282,0.036275695284159616,0.08585247883917775,0.056831922611850064,0.006045949214026602,0.014510278113663845,0.053204353083434096,-0.7847642079806529,-0.75453446191052,-0.4159613059250302,-0.7714631197097944,-2.0507859733978235,-0.25634824667472794,-0.20918984280532044,-1.8125755743651752,-1.0773881499395406,-1.2478839177750907,-1.162031438935913,-0.18863361547763,-0.6928657799274486,-1.6408706166868199,-1.4727932285368803,-0.18863361547763,-0.4498186215235792,-2.532043530834341,-1.3688029020556227,-0.9879081015719468
P14682,0.03728813559322034,0.04406779661016949,0.0576271186440678,0.16271186440677965,0.003389830508474576,0.03728813559322034,0.0847457627118644,0.02711864406779661,0.020338983050847456,0.06440677966101695,0.04745762711864407,0.05084745762711865,0.02711864406779661,0.04406779661016949,0.06440677966101695,0.09491525423728814,0.02711864406779661,0.010169491525423728,0.03728813559322034,0.0576271186440678,-0.8508474576271187,-1.0440677966101695,-0.4,-0.08135593220338982,-2.2033898305084745,-0.33559322033898303,-0.06440677966101695,-1.6338983050847458,-0.9627118644067797,-1.4474576271186441,-1.5898305084745763,-0.5796610169491525,-0.976271186440678,-1.6677966101694914,-1.1864406779661016,-0.18983050847457628,-0.6338983050847458,-2.5627118644067797,-1.3423728813559321,-1.2169491525423728
P14741,0.07540983606557378,0.05245901639344262,0.03934426229508197,0.06229508196721312,0.009836065573770493,0.019672131147540985,0.07213114754098361,0.05573770491803279,0.019672131147540985,0.08196721311475409,0.09836065573770492,0.04918032786885246,0.02622950819672131,0.04590163934426229,0.03934426229508197,0.06557377049180328,0.06885245901639345,0.006557377049180328,0.029508196721311476,0.08196721311475409,-0.4852459016393443,-1.1049180327868853,-0.9377049180327869,-1.1770491803278689,-1.8,-0.7672131147540984,-0.7344262295081967,-1.6852459016393442,-1.3278688524590163,-0.8229508196721311,-0.8622950819672132,-0.8131147540983606,-0.5606557377049181,-1.380327868852459,-1.5573770491803278,-0.39672131147540984,-0.4163934426229508,-2.3934426229508197,-1.2491803278688525,-0.5868852459016394
P14904,0.06031128404669261,0.03501945525291829,0.054474708171206226,0.06031128404669261,0.009727626459143969,0.027237354085603113,0.07587548638132295,0.08560311284046693,0.027237354085603113,0.06031128404669261,0.09727626459143969,0.07392996108949416,0.011673151750972763,0.05058365758754864,0.04669260700389105,0.06420233463035019,0.054474708171206226,0.011673151750972763,0.029182879377431907,0.06420233463035019,-0.6011673151750972,-1.0680933852140078,-0.7101167315175098,-1.0233463035019454,-1.982490272373541,-0.6731517509727627,-0.6128404669260701,-1.377431906614786,-1.1536964980544746,-1.2217898832684826,-1.1770428015564203,-0.6673151750972762,-0.8073929961089494,-1.490272373540856,-1.4844357976653697,-0.3424124513618677,-0.5700389105058365,-2.3249027237354087,-1.2607003891050583,-0.9416342412451362
P15442,0.04460518384569018,0.05244122965641953,0.06570223025919228,0.06871609403254973,0.004219409282700422,0.03918022905364678,0.06811332127787824,0.03918022905364678,0.017480409885473176,0.07233273056057866,0.09885473176612417,0.07293550331525014,0.02230259192284509,0.047619047619047616,0.03676913803496082,0.10006027727546715,0.05364677516576251,0.011452682338758288,0.033152501506931886,0.05123568414707655,-0.6841470765521398,-0.8872814948764316,-0.5617842073538276,-0.9336949969861362,-1.9945750452079567,-0.484629294755877,-0.5051235684147076,-1.698010849909584,-1.11332127787824,-1.1277878239903556,-1.0476190476190477,-0.5183845690174804,-0.6395418927064497,-1.4430379746835442,-1.5485232067510548,-0.20976491862567812,-0.4653405666063894,-2.357444243520193,-1.208559373116335,-0.9409282700421941
P15873,0.050387596899224806,0.031007751937984496,0.023255813953488372,0.10465116279069768,0.015503875968992248,0.03488372093023256,0.07364341085271318,0.046511627906976744,0.007751937984496124,0.09302325581395349,0.12403100775193798,0.06976744186046512,0.023255813953488372,0.06589147286821706,0.031007751937984496,0.09302325581395349,0.046511627906976744,0.0,0.015503875968992248,0.050387596899224806,-0.6201550387596899,-1.2015503875968991,-0.9418604651162791,-0.8527131782945736,-1.7945736434108528,-0.686046511627907,-0.5930232558139535,-1.7945736434108528,-1.4612403100775193,-0.8333333333333334,-0.8178294573643411,-0.7403100775193798,-0.5387596899224806,-1.302325581395349,-1.627906976744186,-0.313953488372093,-0.5465116279069767,-2.496124031007752,-1.3565891472868217,-0.7131782945736435
P15992,0.0514018691588785,0.037383177570093455,0.08411214953271028,0.09813084112149532,0.0,0.02336448598130841,0.056074766355140186,0.07009345794392523,0.014018691588785047,0.04205607476635514,0.07476635514018691,0.09345794392523364,0.004672897196261682,0.0514018691588785,0.06542056074766354,0.07476635514018691,0.03271028037383177,0.009345794392523364,0.03271028037383177,0.08411214953271028,-0.705607476635514,-1.0093457943925233,-0.411214953271028,-0.6495327102803738,-2.182242990654206,-0.5794392523364486,-0.4485981308411215,-1.3271028037383177,-1.1261682242990654,-1.4158878504672898,-1.4485981308411215,-0.4766355140186916,-0.9766355140186916,-1.6495327102803738,-1.2523364485981308,-0.2523364485981308,-0.6121495327102804,-2.5233644859813085,-1.3598130841121496,-1.1074766355140186
P16474,0.08357771260997067,0.02932551319648094,0.04985337243401759,0.08651026392961877,0.001466275659824047,0.030791788856304986,0.08064516129032258,0.07771260997067449,0.011730205278592375,0.06304985337243402,0.09090909090909091,0.08797653958944282,0.013196480938416423,0.036656891495601175,0.02932551319648094,0.05718475073313783,0.05865102639296188,0.001466275659824047,0.026392961876832845,0.08357771260997067,-0.4604105571847507,-1.0395894428152492,-0.6832844574780058,-0.8035190615835777,-2.0146627565982405,-0.5762463343108505,-0.42961876832844575,-1.3797653958944283,-1.316715542521994,-1.1202346041055717,-1.155425219941349,-0.5381231671554252,-0.7873900293255132,-1.6422287390029326,-1.5087976539589443,-0.2697947214076246,-0.4706744868035191,-2.56891495601173,-1.43841642228739,-0.7785923753665689
P16522,0.0670926517571885,0.04472843450479233,0.052715654952076675,0.06549520766773163,0.022364217252396165,0.04952076677316294,0.07987220447284345,0.038338658146964855,0.01437699680511182,0.05591054313099041,0.1134185303514377,0.07507987220447285,0.027156549520766772,0.054313099041533544,0.01437699680511182,0.07348242811501597,0.04153354632587859,0.01597444089456869,0.05750798722044728,0.036741214057507986,-0.6549520766773163,-0.9201277955271565,-0.7747603833865815,-1.0814696485623003,-1.7859424920127795,-0.46006389776357826,-0.5463258785942492,-1.7779552715654952,-1.0798722044728435,-1.1373801916932906,-0.9488817891373802,-0.5734824281150159,-0.5766773162939297,-1.220447284345048,-1.8083067092651757,-0.3514376996805112,-0.6277955271565495,-2.070287539936102,-0.9249201277955271,-0.9584664536741214
P16649,0.07152875175315568,0.037868162692847124,0.061711079943899017,0.06030855539971949,0.009817671809256662,0.08555399719495091,0.05049088359046283,0.047685834502103785,0.019635343618513323,0.037868162692847124,0.08415147265077139,0.05049088359046283,0.011220196353436185,0.0182328190743338,0.05049088359046283,0.09817671809256662,0.10098176718092566,0.008415147265077139,0.028050490883590462,0.06732117812061711,-0.42496493688639553,-0.8723702664796634,-0.4600280504908836,-0.8513323983169705,-1.8639551192145862,-0.24684431977559607,-0.4221598877980365,-1.4740532959326789,-1.1304347826086956,-1.3394109396914446,-1.2482468443197756,-0.5273492286115007,-0.7643758765778401,-1.8302945301542777,-1.241234221598878,0.001402524544179523,-0.11921458625525946,-2.4712482468443198,-1.4165497896213184,-0.9551192145862553
P17065,0.061923583662714096,0.03820816864295125,0.06060606060606061,0.08563899868247694,0.011857707509881422,0.04479578392621871,0.08563899868247694,0.034255599472990776,0.014492753623188406,0.06060606060606061,0.08827404479578392,0.09354413702239789,0.011857707509881422,0.022397891963109356,0.025032938076416336,0.13306982872200263,0.06455862977602109,0.00922266139657444,0.017127799736495388,0.03689064558629776,-0.49538866930171277,-0.7720685111989459,-0.33201581027667987,-0.5586297760210803,-1.9183135704874836,-0.2635046113306983,-0.15810276679841898,-1.5270092226613965,-1.1304347826086956,-1.38866930171278,-1.295125164690382,-0.25428194993412384,-0.8274044795783926,-1.8274044795783926,-1.4466403162055337,0.13965744400527008,-0.2845849802371542,-2.5849802371541504,-1.541501976284585,-1.1133069828722002
P17106,0.08262108262108261,0.05413105413105413,0.07692307692307693,0.07977207977207977,0.002849002849002849,0.05982905982905983,0.11965811965811966,0.04843304843304843,0.02564102564102564,0.039886039886039885,0.07692307692307693,0.08262108262108261,0.019943019943019943,0.0,0.02564102564102564,0.09401709401709402,0.05982905982905983,0.005698005698005698,0.022792022792022793,0.022792022792022793,-0.48148148148148145,-0.48148148148148145,-0.09116809116809117,-0.37606837606837606,-2.1823361823361824,0.04843304843304843,0.18518518518518517,-1.3276353276353277,-0.8404558404558404,-1.7378917378917378,-1.566951566951567,-0.07977207977207977,-0.9686609686609686,-2.1196581196581197,-1.3447293447293447,0.12535612535612536,-0.3732193732193732,-2.675213675213675,-1.603988603988604,-1.3532763532763532
P17423,0.07563025210084033,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.022408963585434174,0.0392156862745098,0.056022408963585436,0.0784313725490196,0.011204481792717087,0.06722689075630252,0.11204481792717087,0.036414565826330535,0.0196078431372549,0.028011204481792718,0.08123249299719888,0.06722689075630252,0.06162464985994398,0.0056022408963585435,0.03081232492997199,0.06442577030812324,-0.4369747899159664,-1.1372549019607843,-0.907563025210084,-1.2380952380952381,-1.711484593837535,-0.7310924369747899,-0.8431372549019608,-1.4677871148459383,-1.42296918767507,-1.050420168067227,-0.988795518207283,-0.865546218487395,-0.6638655462184874,-1.6470588235294117,-1.184873949579832,-0.35014005602240894,-0.46218487394957986,-2.4677871148459385,-1.4201680672268908,-0.7647058823529411
P17555,0.07984790874524715,0.024714828897338403,0.058935361216730035,0.058935361216730035,0.0076045627376425855,0.04182509505703422,0.06844106463878327,0.055133079847908745,0.009505703422053232,0.057034220532319393,0.06844106463878327,0.08745247148288973,0.013307984790874524,0.03802281368821293,0.06653992395437262,0.11026615969581749,0.058935361216730035,0.009505703422053232,0.028517110266159697,0.057034220532319393,-0.4144486692015209,-0.9847908745247148,-0.5665399239543726,-0.8536121673003803,-1.9315589353612168,-0.46387832699619774,-0.43155893536121676,-1.397338403041825,-1.2395437262357414,-1.344106463878327,-1.317490494296578,-0.4448669201520912,-0.8384030418250951,-1.709125475285171,-1.1520912547528517,-0.009505703422053232,-0.37072243346007605,-2.488593155893536,-1.420152091254753,-0.9923954372623575
P17709,0.062,0.044,0.03,0.064,0.014,0.038,0.066,0.076,0.03,0.054,0.118,0.064,0.028,0.038,0.044,0.066,0.072,0.004,0.026,0.062,-0.53,-1.014,-0.854,-1.106,-1.844,-0.612,-0.662,-1.524,-1.226,-1.096,-0.978,-0.682,-0.62,-1.532,-1.468,-0.34,-0.456,-2.396,-1.324,-0.822
P19262,0.09287257019438445,0.047516198704103674,0.038876889848812095,0.038876889848812095,0.0021598272138228943,0.02159827213822894,0.09071274298056156,0.058315334773218146,0.008639308855291577,0.047516198704103674,0.0755939524838013,0.09287257019438445,0.028077753779697623,0.032397408207343416,0.056155507559395246,0.08423326133909287,0.08423326133909287,0.0021598272138228943,0.017278617710583154,0.07991360691144708,-0.28293736501079914,-0.8293736501079914,-0.7451403887688985,-1.060475161987041,-1.9352051835853132,-0.49892008639308855,-0.4146868250539957,-1.468682505399568,-1.3650107991360692,-1.181425485961123,-1.1317494600431965,-0.35205183585313177,-0.6846652267818575,-1.7580993520518358,-1.2008639308855291,-0.10151187904967603,-0.23326133909287258,-2.5809935205183585,-1.5399568034557236,-0.7602591792656588
P19736,0.03773584905660377,0.06792452830188679,0.04905660377358491,0.05849056603773585,0.013207547169811321,0.04716981132075472,0.11509433962264151,0.033962264150943396,0.022641509433962263,0.0509433962264151,0.10943396226415095,0.09245283018867924,0.020754716981132074,0.0509433962264151,0.03773584905660377,0.07169811320754717,0.03207547169811321,0.007547169811320755,0.04905660377358491,0.03207547169811321,-0.8018867924528302,-0.6320754716981132,-0.6433962264150943,-0.9188679245283019,-2.1018867924528304,-0.24150943396226415,-0.20943396226415095,-1.8396226415094339,-0.9018867924528302,-1.3660377358490565,-1.1358490566037736,-0.2660377358490566,-0.6924528301886792,-1.4471698113207547,-1.5452830188679245,-0.3641509433962264,-0.7094339622641509,-2.290566037735849,-1.0528301886792453,-1.149056603773585
P20050,0.03636363636363636,0.03966942148760331,0.06942148760330578,0.06115702479338843,0.01818181818181818,0.0512396694214876,0.0628099173553719,0.03305785123966942,0.009917355371900827,0.05619834710743802,0.10578512396694215,0.09256198347107437,0.01652892561983471,0.05454545454545454,0.04132231404958678,0.08760330578512397,0.07107438016528926,0.008264462809917356,0.01818181818181818,0.06611570247933884,-0.684297520661157,-0.9057851239669421,-0.5851239669421487,-0.9834710743801653,-1.8479338842975206,-0.46611570247933887,-0.5322314049586777,-1.7851239669421488,-1.262809917355372,-1.1090909090909091,-0.9950413223140496,-0.4380165289256198,-0.6049586776859505,-1.5074380165289256,-1.4892561983471075,-0.22479338842975208,-0.3504132231404959,-2.424793388429752,-1.3305785123966942,-0.8710743801652893
